Iso3,Country,Year,Happiness Rank,Happiness Score,GDP Contribution,Life Expectancy Contribution,Corruption Impact,series_name,value,Income Level,Region,longitude,latitude,iso2Code
AFG,Afghanistan,2018,154,3.203,,,,"School enrollment, secondary (% gross)",57.36,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2018,154,3.203,,,,"School enrollment, tertiary (% gross)",10.0,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2019,153,2.567,0.301,0.266,0.001,GDP per capita (current US$),496.6,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2019,153,2.567,0.301,0.266,0.001,Current health expenditure per capita (current US$),74.06,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2019,153,2.567,0.301,0.266,0.001,Current health expenditure (% of GDP),14.83,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2019,153,2.567,0.301,0.266,0.001,"Government expenditure on education, total (% of GDP)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2019,153,2.567,0.301,0.266,0.001,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2019,153,2.567,0.301,0.266,0.001,"School enrollment, primary (% gross)",109.08,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2019,153,2.567,0.301,0.266,0.001,"School enrollment, secondary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2019,153,2.567,0.301,0.266,0.001,"School enrollment, tertiary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2020,149,2.523,0.37,0.126,0.01,GDP per capita (current US$),510.79,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2020,149,2.523,0.37,0.126,0.01,Current health expenditure per capita (current US$),80.09,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2020,149,2.523,0.37,0.126,0.01,Current health expenditure (% of GDP),15.53,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2020,149,2.523,0.37,0.126,0.01,"Government expenditure on education, total (% of GDP)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2020,149,2.523,0.37,0.126,0.01,"Literacy rate, adult total (% of people ages 15 and above)",35.99,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2020,149,2.523,0.37,0.126,0.01,"School enrollment, primary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2020,149,2.523,0.37,0.126,0.01,"School enrollment, secondary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2020,149,2.523,0.37,0.126,0.01,"School enrollment, tertiary (% gross)",10.85,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2021,146,2.404,0.758,0.289,0.005,GDP per capita (current US$),356.5,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2021,146,2.404,0.758,0.289,0.005,Current health expenditure per capita (current US$),81.52,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2021,146,2.404,0.758,0.289,0.005,Current health expenditure (% of GDP),21.51,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2021,146,2.404,0.758,0.289,0.005,"Government expenditure on education, total (% of GDP)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2021,146,2.404,0.758,0.289,0.005,"Literacy rate, adult total (% of people ages 15 and above)",37.27,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2021,146,2.404,0.758,0.289,0.005,"School enrollment, primary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2021,146,2.404,0.758,0.289,0.005,"School enrollment, secondary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2021,146,2.404,0.758,0.289,0.005,"School enrollment, tertiary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2022,137,1.859,0.645,0.087,0.059,GDP per capita (current US$),357.26,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2022,137,1.859,0.645,0.087,0.059,Current health expenditure per capita (current US$),80.65,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2022,137,1.859,0.645,0.087,0.059,Current health expenditure (% of GDP),23.09,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2022,137,1.859,0.645,0.087,0.059,"Government expenditure on education, total (% of GDP)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2022,137,1.859,0.645,0.087,0.059,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2022,137,1.859,0.645,0.087,0.059,"School enrollment, primary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2022,137,1.859,0.645,0.087,0.059,"School enrollment, secondary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2022,137,1.859,0.645,0.087,0.059,"School enrollment, tertiary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2023,143,1.721,0.628,0.242,0.088,GDP per capita (current US$),413.76,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2023,143,1.721,0.628,0.242,0.088,Current health expenditure per capita (current US$),,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2023,143,1.721,0.628,0.242,0.088,Current health expenditure (% of GDP),,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2023,143,1.721,0.628,0.242,0.088,"Government expenditure on education, total (% of GDP)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2023,143,1.721,0.628,0.242,0.088,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2023,143,1.721,0.628,0.242,0.088,"School enrollment, primary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2023,143,1.721,0.628,0.242,0.088,"School enrollment, secondary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2023,143,1.721,0.628,0.242,0.088,"School enrollment, tertiary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2024,147,1.364,0.649,0.155,0.135,GDP per capita (current US$),,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2024,147,1.364,0.649,0.155,0.135,Current health expenditure per capita (current US$),,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2024,147,1.364,0.649,0.155,0.135,Current health expenditure (% of GDP),,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2024,147,1.364,0.649,0.155,0.135,"Government expenditure on education, total (% of GDP)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2024,147,1.364,0.649,0.155,0.135,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2024,147,1.364,0.649,0.155,0.135,"School enrollment, primary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2024,147,1.364,0.649,0.155,0.135,"School enrollment, secondary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
AFG,Afghanistan,2024,147,1.364,0.649,0.155,0.135,"School enrollment, tertiary (% gross)",,Low income,"Middle East, North Africa, Afghanistan & Pakistan",69.1761,34.5228,AF
ALB,Albania,2011,88,5.134,,,,GDP per capita (current US$),4465.71,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2011,88,5.134,,,,Current health expenditure per capita (current US$),273.75,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2011,88,5.134,,,,Current health expenditure (% of GDP),6.18,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2011,88,5.134,,,,"Government expenditure on education, total (% of GDP)",3.18,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2011,88,5.134,,,,"Literacy rate, adult total (% of people ages 15 and above)",96.85,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2011,88,5.134,,,,"School enrollment, primary (% gross)",101.58,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2011,88,5.134,,,,"School enrollment, secondary (% gross)",95.47,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2011,88,5.134,,,,"School enrollment, tertiary (% gross)",49.4,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2012,62,5.55,,,,GDP per capita (current US$),4222.35,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2012,62,5.55,,,,Current health expenditure per capita (current US$),260.68,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2012,62,5.55,,,,Current health expenditure (% of GDP),6.16,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2012,62,5.55,,,,"Government expenditure on education, total (% of GDP)",3.3,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2012,62,5.55,,,,"Literacy rate, adult total (% of people ages 15 and above)",97.25,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2012,62,5.55,,,,"School enrollment, primary (% gross)",102.07,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2012,62,5.55,,,,"School enrollment, secondary (% gross)",97.61,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2012,62,5.55,,,,"School enrollment, tertiary (% gross)",58.62,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2014,95,4.959,,,,GDP per capita (current US$),4602.23,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2014,95,4.959,,,,Current health expenditure per capita (current US$),293.13,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2014,95,4.959,,,,Current health expenditure (% of GDP),6.43,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2014,95,4.959,,,,"Government expenditure on education, total (% of GDP)",3.18,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2014,95,4.959,,,,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2014,95,4.959,,,,"School enrollment, primary (% gross)",105.77,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2014,95,4.959,,,,"School enrollment, secondary (% gross)",103.32,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2014,95,4.959,,,,"School enrollment, tertiary (% gross)",65.55,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2015,108,4.655,,,,GDP per capita (current US$),3981.73,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2015,108,4.655,,,,Current health expenditure per capita (current US$),253.93,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2015,108,4.655,,,,Current health expenditure (% of GDP),6.46,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2015,108,4.655,,,,"Government expenditure on education, total (% of GDP)",3.44,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2015,108,4.655,,,,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2015,108,4.655,,,,"School enrollment, primary (% gross)",105.69,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2015,108,4.655,,,,"School enrollment, secondary (% gross)",102.44,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2015,108,4.655,,,,"School enrollment, tertiary (% gross)",61.96,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2016,109,4.644,,,,GDP per capita (current US$),4168.38,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2016,109,4.644,,,,Current health expenditure per capita (current US$),275.44,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2016,109,4.644,,,,Current health expenditure (% of GDP),6.73,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2016,109,4.644,,,,"Government expenditure on education, total (% of GDP)",3.96,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2016,109,4.644,,,,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2016,109,4.644,,,,"School enrollment, primary (% gross)",105.32,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2016,109,4.644,,,,"School enrollment, secondary (% gross)",99.17,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2016,109,4.644,,,,"School enrollment, tertiary (% gross)",58.49,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2017,112,4.586,,,,GDP per capita (current US$),4614.05,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2017,112,4.586,,,,Current health expenditure per capita (current US$),295.52,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2017,112,4.586,,,,Current health expenditure (% of GDP),6.58,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2017,112,4.586,,,,"Government expenditure on education, total (% of GDP)",3.61,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2017,112,4.586,,,,"Literacy rate, adult total (% of people ages 15 and above)",98.82,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2017,112,4.586,,,,"School enrollment, primary (% gross)",105.41,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2017,112,4.586,,,,"School enrollment, secondary (% gross)",97.57,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2017,112,4.586,,,,"School enrollment, tertiary (% gross)",58.02,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2018,107,4.719,,,,GDP per capita (current US$),5365.49,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2018,107,4.719,,,,Current health expenditure per capita (current US$),349.21,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2018,107,4.719,,,,Current health expenditure (% of GDP),6.67,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2018,107,4.719,,,,"Government expenditure on education, total (% of GDP)",3.08,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2018,107,4.719,,,,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2018,107,4.719,,,,"School enrollment, primary (% gross)",104.57,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2018,107,4.719,,,,"School enrollment, secondary (% gross)",98.82,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2018,107,4.719,,,,"School enrollment, tertiary (% gross)",56.08,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2019,105,4.883,0.907,0.846,0.025,GDP per capita (current US$),5460.43,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2019,105,4.883,0.907,0.846,0.025,Current health expenditure per capita (current US$),366.34,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2019,105,4.883,0.907,0.846,0.025,Current health expenditure (% of GDP),6.86,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2019,105,4.883,0.907,0.846,0.025,"Government expenditure on education, total (% of GDP)",3.87,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2019,105,4.883,0.907,0.846,0.025,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2019,105,4.883,0.907,0.846,0.025,"School enrollment, primary (% gross)",102.59,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2019,105,4.883,0.907,0.846,0.025,"School enrollment, secondary (% gross)",99.02,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2019,105,4.883,0.907,0.846,0.025,"School enrollment, tertiary (% gross)",61.41,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2020,93,5.117,1.008,0.646,0.024,GDP per capita (current US$),5370.78,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
ALB,Albania,2020,93,5.117,1.008,0.646,0.024,Current health expenditure per capita (current US$),396.17,Upper middle income,Europe & Central Asia,19.8172,41.3317,AL
